id	uid	author	attribution	signature	signature_index	title	part	translator	dedication	type	year	publication	censorship	censor	volume	number	section_content	section_form	first_page	last_page	length	filename_txt	comments
3767	4701	"Лакиер А. Б."	"установлено"	"Ал. Лакиер"	"А. Б. Лакиера"	"Очерк Нью-Йорка в 1857 году"	"2"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Словесность, науки и художества"	"Словесность, науки и художества"	555	602	48	"нет"	""
3768	4566	"Мельников П. И."	"установлено"	"Андрей Печерский"	"Андрея Печерского"	"Бабушкины россказни"	"2"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Словесность, науки и художества"	"Словесность, науки и художества"	603	629	27	"нет"	""
3769	3171	"Халютин Л. И."	"установлено"	"Л. Халютин"	"Л. Халютина"	"Воспитание в кадетском кор­пусе за полвека назад"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Словесность, науки и художества"	"Словесность, науки и художества"	630	654	25	"нет"	""
3770	4681	"Карнович Е. П."	"установлено"	"Е. Карнович"	"Е. Карновича"	"Обзор сочинений Наполеона III, императора французов. (Oeuvres de Napoléon III. Paris. 1854–57. Четыре тома)"	"1"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Словесность, науки и художества"	"Словесность, науки и художества"	655	690	36	"нет"	""
3771	4768	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Русская цивилизация, со­чиненная г. Жеребцовым. (Essai sur l’histoire de la civilisation en Russie, par Nikolas de Gerebtzoff. Paris. 1858. Два тома)"	"1"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	121	154	34	"нет"	""
3772	3172	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"О нравственной стихии в поэзии на основании исторических данных. По поводу вопроса о современном направлении русской литературы. Сочинение Ореста Миллера на степень магистра русской словесности. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	155	166	12	"нет"	""
3773	3173	"Михайловский Н. М."	"установлено"	"нет"	"нет"	"Сатиры Квинта Гора­ция Флакка. С латинского перевод в стихах М. Дмитриева с объяснительными примечаниями. М. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	166	174	9	"нет"	""
3774	3174	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Исследование о торговле на украинских ярмарках. И. Аксакова, действительного члена Императорского Русского географического общества. Издано на иждивение санкт-петербургского купечества. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	174	186	13	"нет"	""
3775	3175	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Стихотворения А. Н. Пле­щеева. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	186	195	10	"нет"	""
3776	3176	"Михайловский Н. М."	"установлено"	"нет"	"нет"	"Немецкие письма об английском воспитании. Сочинение доктора Визе. Перевод с немецкого С. Смарагдова. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	195	200	6	"нет"	""
3777	3177	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Природа и люди. Уроки географии, читанные в Николаевской сиротском институте. Книга I. Выпуск II. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	200	203	4	"нет"	""
3778	3178	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Указатель статей серьез­ного содержания, помещенных в журналах прежних лет. Издание Н. Бенардаки и Ю. Богушевича. Выпуск 1-й: «Сын отечества» 1812–1852 г. Выпуск 2-й: «Библиотека для чтения» 1834–1854. Составил В. Коленов. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Критика и библиография"	"Критика и библиография"	203	210	8	"нет"	""
3779	3179	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Откупная система"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	211	229	19	"нет"	""
3780	3180	"Панаев И. И."	"установлено"	"нет"	"Нового поэта"	"Петербургская жизнь. Заметки Нового поэта"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	230	256	27	"нет"	""
3781	3181	"неизвестный"	"не установлено"	"нет"	"нет"	"Компания С.-Петербургских водопроводов"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	256	260	5	"нет"	""
3782	3182	"Некрасов Н. А."	"установлено"	"нет"	"нет"	"Обед Н. И. Пирогову 23 августа 1858"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	260	265	6	"нет"	""
3783	3183	"Добролюбов Н. А."	"под вопросом"	"нет"	"нет"	"Русские на Амуре"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	266	273	8	"нет"	""
3784	3184	"неизвестный"	"не установлено"	"нет"	"нет"	"Учреждение Всемирной компании для прорытия Суэцкого перешейка"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	273	278	6	"нет"	""
3785	3185	"Карнович Е. П."	"установлено"	"нет"	"нет"	"Атлантический телеграф"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	278	282	5	"нет"	""
3786	3186	"Карнович Е. П."	"установлено"	"нет"	"нет"	"Фабрикация титулов и орденов и их приобретатели"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	282	286	5	"нет"	""
3787	3187	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Торжество благонамеренности, или Обвиненный «Современник» и оправданный г. Громека в деле о неуважении еврейской народности"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Современные заметки"	"Критика и библиография"	287	290	4	"нет"	""
3788	3188	"неизвестный"	"не установлено"	"нет"	"нет"	"Правительственные распоряжения по устройству быта помещичьих крестьян"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	1	7	7	"нет"	""
3789	3189	"Ненарокомов Ф. Н., Шульц П. С."	"под вопросом"	"нет"	"нет"	"Библиография журнальных статей по крестьянскому вопросу"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	8	32	25	"нет"	""
3790	3190	"Карнович Е. П."	"установлено"	"Е. Карнович"	"Е. П. Карновича"	"Крестьяне и помещики по идеям Ивана Посошкова, русского мыслителя в начале XVIII века"	"нет"	"нет"	"нет"	"проза"	1858	"17.10.1858"	"11.10.1858"	"Мацкевич Д. И."	"LXXI"	"10"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	33	80	48	"нет"	""
3791	3191	"Плещеев А. Н."	"установлено"	"А. Плещеев"	"А. Н. Плещеева"	"На улице («Вот бежит по тро­туару...»)"	"нет"	"нет"	"нет"	"стихи"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	5	7	3	"нет"	""
3792	3192	"неизвестный"	"не установлено"	"нет"	"***"	"Благовоспитанный вор. (Подражание Nadaud) («Постойте, милый странник мой...»)"	"нет"	"нет"	"нет"	"стихи"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	8	10	3	"нет"	""
3793	3193	"Селиванов И. В."	"установлено"	"И. Селиванов"	"И. В. Селиванова"	"Контрабанда. Рассказ"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	11	62	52	"нет"	""
3794	4774	"Меллин Г. Г."	"установлено"	"нет"	"нет"	"Север Скандинавии в картинах природы и народного быта"	"1"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	63	122	60	"нет"	""
3795	3194	"Кулиш П. А."	"установлено"	"П. Кулиш"	"П. П. <А.> Кулиша"	"Переписка Н. В. Гоголя с А. А. Ива­новым"	"нет"	"нет"	"Посвящается Федору Ивановичу Иордану"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	123	174	52	"нет"	""
3796	3195	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Заметка по поводу пре­дыдущей статьи"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	175	180	6	"нет"	""
3797	4712	"Михайлов М. Л."	"установлено"	"М. Михайлов"	"М. Л. Михайлова"	"Парижские письма"	"3"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	181	224	44	"нет"	""
3798	3196	"Карнович Е. П."	"установлено"	"Е. Карнович"	"Е. П. Карновича"	"Варенька Ченцова. Повесть"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	225	354	130	"нет"	""
3799	4642	"Березин И. Н."	"установлено"	"И. Березин"	"И. Н. Березина"	"Китай и отношения к нему Ев­ропы"	"1"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Словесность, науки и художества"	"Словесность, науки и художества"	355	376	22	"нет"	""
3800	4768	"Добролюбов Н. А."	"установлено"	"—бов"	"—бова"	"Русская цивилизация, со­чиненная г. Жеребцовым. (Essai sur l’histoire de la civilisation en Russie, par Nikolas de Gerebtzoff. Paris. 1858. Два тома)"	"2"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Критика и библиография"	"Критика и библиография"	1	50	50	"нет"	""
3801	3197	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Буддизм, его догматы, ис­тория и литература. Часть первая. Общее обозрение. Сочинение В. Василь­ева, профессора китайского языка при Императорском С.-петербургском университете. СПб. 1857. Буддизм, рассматриваемый в отно­шении к последователям его, обитающим в Сибири. Сочинение Нила, архиепископа Ярославского. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Критика и библиография"	"Критика и библиография"	51	64	14	"нет"	""
3802	3198	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Очерк исторического ис­следовании о царе Борисе Годунове. Писал Н. Полозов. М. 1858. Дмитрий Самозванец. Драма. Соч. Н. Поло­зова. М. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Критика и библиография"	"Критика и библиография"	65	69	5	"нет"	""
3803	3199	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Стихотворения Михаила Розенгейма. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Критика и библиография"	"Критика и библиография"	69	95	27	"нет"	""
3804	3200	"неизвестный"	"не установлено"	"нет"	"нет"	"Крымские сонеты. А. Мицкевича. Перевод Н. Луговского. Одесса. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Критика и библиография"	"Критика и библиография"	95	98	4	"нет"	""
3805	3201	"Добролюбов Н. А."	"под вопросом"	"нет"	"нет"	"Напрасная вражда. Ко­медия в трех действиях в стихах. Петкевича. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Критика и библиография"	"Критика и библиография"	98	100	3	"нет"	""
3806	3202	"Антонов Ф."	"установлено"	"Федор Антонов"	"Федора Антонова"	"Несколько замечаний по поводу нового положения для городских и общественных банков"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Современные заметки"	"Критика и библиография"	101	105	5	"нет"	""
3807	3203	"неизвестный"	"не установлено"	"П. П."	"П. П."	"Заметка для нравственной статистики"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Современные заметки"	"Критика и библиография"	105	109	5	"нет"	""
3808	3204	"неизвестный"	"не установлено"	"Ар. Эн."	"Ар. Эн."	"По поводу петербургских мостовых"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Современные заметки"	"Критика и библиография"	109	120	12	"нет"	""
3809	3205	"Пискунов В."	"установлено"	"В. Пискунов"	"В. Пискунова"	"О некоторых неблагоприятных обстоятельствах быта нашего ремесленного сословия"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Современные заметки"	"Критика и библиография"	120	127	8	"нет"	""
3810	3206	"Климов С."	"установлено"	"Сергей Климов"	"Сергея Климова"	"Мысли об изменении в постановлениях временной биржи и биржевого комитета на Нижегородской ярмарке"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Современные заметки"	"Критика и библиография"	127	130	4	"нет"	""
3811	3207	"Панаев И. И."	"установлено"	"нет"	"Нового поэта"	"Петербургская жизнь. Заметки Нового поэта"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Современные заметки"	"Критика и библиография"	131	160	30	"нет"	""
3812	3208	"неизвестный"	"не установлено"	"нет"	"нет"	"Правительственные распоряжения по устройству быта помещичьих крестьян"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	1	14	14	"нет"	""
3813	3209	"неизвестный"	"не установлено"	"нет"	"нет"	"Слова, произнесенные государем императором представителям дворянского сословия разных губерний во время путешествия Его Императорского Величества по России"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	14	18	5	"нет"	""
3814	3210	"Шульц П. С."	"установлено"	"П. Шульц"	"П. С. Шульца"	"О сельских рабочих в Англии"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	19	63	45	"нет"	""
3815	3211	"Шульц П. С."	"установлено"	"нет"	"нет"	"Библиография журнальных статей по крестьянскому вопросу"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	64	94	31	"нет"	""
3816	3212	"Чернышевский Н. Г."	"установлено"	"Н. Чернышевский"	"Н. Г. Чернышевского"	"О необходимости держаться возможно умеренных цифр при определении величины выкупа усадьб"	"нет"	"нет"	"нет"	"проза"	1858	"28.11.1858"	"31.10.1858, 11.11.1858"	"Мацкевич Д. И."	"LXXII"	"11"	"Устройство быта помещичьих крестьян"	"Устройство быта помещичьих крестьян"	95	112	18	"нет"	""
3817	3213	"Григорьев А. А."	"установлено"	"Ап. Григорьев"	"Ап. Григорьева"	"Venezia la bella. Дневник стран­ствующего романтика. (Отрывок из книги «Одиссея о последнем романтике»)"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	377	396	20	"нет"	""
3818	3214	"Салов И. А."	"установлено"	"И. Салов"	"И. А. Салова"	"Лесник. Рассказ"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	397	413	17	"нет"	""
3819	4681	"Карнович Е. П."	"установлено"	"Е. Карнович"	"Е. Карновича"	"Обзор сочинений Наполеона III, императора французов"	"2"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	414	444	31	"нет"	""
3820	4774	"Меллин Г. Г."	"установлено"	"нет"	"нет"	"Север Скандинавии в картинах природы и народного быта"	"2"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	445	484	40	"нет"	""
3821	4642	"Березин И. Н."	"установлено"	"И. Березин"	"И. Н. Березина"	"Китай и отношения к нему Ев­ропы"	"2"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	485	506	22	"нет"	""
3822	3215	"Ушаков А. С."	"установлено"	"А. У—ъ"	"А. У—а"	"Тарыкины. Повесть"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	507	574	68	"нет"	""
3823	3216	"Чернышевский Н. Г."	"установлено"	"Н. Чернышевский"	"Н. Г. Чернышевского"	"Критика философских пре­дубеждений против общинного владения"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	575	614	40	"нет"	""
3824	4712	"Михайлов М. Л."	"установлено"	"М. Михайлов"	"М. Л. Михайлова"	"Парижские письма"	"4"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	615	629	15	"нет"	""
3825	3217	"Добролюбов Н. А."	"установлено"	"Н. Т—нов"	"Н. Т—нова"	"По поводу одной очень обыкновенной истории"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Словесность, науки и художества"	"Словесность, науки и художества"	630	650	21	"нет"	""
3826	3218	"Елисеев Г. З"	"установлено"	"Грыцько"	"Грыцько"	"О Сибири. (По поводу статей г. Колмогорова, преимущественно же статьи его «Собственность и община», помещенной в X-й книжке «Отечественных записок» 1858 г.)"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	161	208	48	"нет"	""
3827	3219	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Песни Беранже. Переводы Василия Курочкина. СПб. 1858. Песни Беранже. <Перевод> Некра­сова, Полежаева, Цыганова, барона Дельвига, Бенедиктова, А. Пушкина, Кольцова, Языкова, Батюшкова, Л. Мея. М. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	209	225	17	"нет"	""
3828	3220	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Уголовное дело. Комедия в четырех действиях. СПб. 1858. Бедный чиновник. Сцена из жизни чиновника. Соч. К. С. Дьяконова. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	225	230	6	"нет"	""
3829	3221	"Добролюбов Н. А., Стефановский А. В."	"под вопросом"	"нет"	"нет"	"Задушевные беседы. Издание Н. Такарева. СПб. 1858. Совер­шенный человек. Наставление к воспитанию детей и к искоренению зарождающихся в них дурных наклонностей и пороков, а также легчайшие средства против волокитства, картежничества, пьянства и мотовства. Сочинение К. Костанжогло. М. 1858. Истинный друг духовного юноши. Практические наставления воспитанникам духовных училищ <архимандрита Викторина>. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	230	236	7	"нет"	""
3830	3222	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"«Поденьшина», сатириче­ский журнал Василия Тузова. 1769. Издание А. Афанасьева. М. 1858. «Пустомеля», сатирический журнал 1770. Издание А. Афанасьева. М. 1858. «Кошелек», сатирический журнал Н. И. Новикова. 1774. Издание А. Афанасьева. М. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	236	242	7	"нет"	""
3831	3223	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Исторический рассказ о литовском дворянстве. Соч. коллежского советника Порай-Кошица. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	242	244	3	"нет"	""
3832	3224	"Добролюбов Н. А."	"под вопросом"	"нет"	"нет"	"Федор Иванович Янкович де Мириево, или Народные училища в России при императрице Екатерине II. А. Воронова. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	244	252	9	"нет"	""
3833	3225	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Историческая библиотека. История восемнадцатого столетия до падения Французской империи с особенно подробным изложением литературы. Ф. К. Шлоссера, профессора истории при Гейдельбергском университете. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Критика и библиография"	"Критика и библиография"	252	256	5	"нет"	""
3834	3226	"Панаев И. И."	"установлено"	"нет"	"нет"	"Петербургская жизнь. Заметки Нового поэта"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	257	284	28	"нет"	""
3835	3227	"Пискунов В."	"установлено"	"В. Пискунов"	"В. Пискунова"	"Одна из причин взяточничества мелких чиновников"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	285	287	3	"нет"	""
3836	3228	"неизвестный"	"не установлено"	"нет"	"нет"	"Акционерное общество для улучшения в СПб. помещений рабочего и нуждающегося населения"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	287	290	4	"нет"	""
3837	3229	"неизвестный"	"не установлено"	"нет"	"нет"	"Городовой бюджет Парижа в 1857 году"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	291	294	4	"нет"	""
3838	3230	"Добролюбов Н. А."	"под вопросом"	"Помещик Одесского уезда. Г. К…..ко"	"нет"	"Об акцизном и чарочном сборе (из писем в редакцию)"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	294	300	7	"нет"	""
3839	3231	"неизвестный"	"не установлено"	"нет"	"нет"	"Мнение 105 тульских дворян о наделе крестьян землею"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	300	302	3	"нет"	""
3840	3232	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Известие"	"нет"	"нет"	"нет"	"проза"	1858	"24.12.1858"	"13.12.1858, 11.12.1858"	"Мацкевич Д. И."	"LXXII"	"12"	"Современные заметки"	"Критика и библиография"	303	303	1	"нет"	""
3841	3233	"Тургенев И. С."	"установлено"	"И. Тургенев"	"И. С. Тургенева"	"Дворянское гнездо"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Словесность, науки и художества"	"Словесность, науки и художества"	5	160	156	"1859_1_1"	""
